Library,Event Year,Event Month,Category,Age Group,Events,Attendance
Aberdeen,2020,1,"Activities & Games, DIY & Crafts, Early Learning & Storytime, STEAM","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",8,34
Aberdeen,2020,1,"Arts & Culture, Music & Performance","Teen (ages 12-18), Adult (18 and older), All Ages, Family",1,10
Aberdeen,2020,1,Book Sale,All Ages,17,
Aberdeen,2020,1,Books & Authors,Adult (18 and older),2,7
Aberdeen,2020,1,Early Learning & Storytime,Family,5,62
Aberdeen,2020,1,Early Learning & Storytime,"Preschool (ages 3-6), Family",1,13
Aberdeen,2020,1,"Featured, Books & Authors",Adult (18 and older),8,93
Aberdeen,2020,1,Special Event,Adult (18 and older),4,
Aberdeen,2020,1,Special Event,All Ages,1,50
Aberdeen,2020,1,Special Event,Teen (ages 12-18),1,13
Aberdeen,2020,2,"Activities & Games, DIY & Crafts, Early Learning & Storytime, STEAM","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",9,48
Aberdeen,2020,2,Book Sale,All Ages,16,
Aberdeen,2020,2,Books & Authors,Adult (18 and older),2,
Aberdeen,2020,2,Early Learning & Storytime,Family,4,95
Aberdeen,2020,2,"Featured, Arts & Culture, Classes & Workshops","Teen (ages 12-18), Adult (18 and older)",1,
Aberdeen,2020,2,"Featured, Books & Authors",Adult (18 and older),8,74
Aberdeen,2020,2,Special Event,Adult (18 and older),9,
Aberdeen,2020,2,Special Event,All Ages,1,
Aberdeen,2020,3,"Activities & Games, DIY & Crafts, Early Learning & Storytime, STEAM","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",3,20
Aberdeen,2020,3,Book Sale,All Ages,8,
Aberdeen,2020,3,Books & Authors,Adult (18 and older),1,
Aberdeen,2020,3,Early Learning & Storytime,Family,1,
Aberdeen,2020,3,Special Event,Adult (18 and older),5,
All Locations,2020,10,Classes & Workshops,All Ages,1,
All Locations,2020,10,DIY & Crafts,Adult (18 and older),1,
All Locations,2020,10,Special Event,Adult (18 and older),1,8
All Locations,2020,11,Classes & Workshops,All Ages,1,
All Locations,2020,11,DIY & Crafts,Adult (18 and older),1,
All Locations,2020,11,Special Event,Adult (18 and older),1,8
All Locations,2020,12,Classes & Workshops,All Ages,1,
All Locations,2020,12,DIY & Crafts,Adult (18 and older),1,
All Locations,2020,12,Special Event,Adult (18 and older),1,8
All Locations,2020,1,Activities & Games,All Ages,1,
All Locations,2020,1,Activities & Games,Family,4,
All Locations,2020,1,"DIY & Crafts, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Teen (ages 12-18), Adult (18 and older)",1,15
All Locations,2020,1,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Adult (18 and older), Family",1,18
All Locations,2020,1,Special Event,Adult (18 and older),3,116
All Locations,2020,1,Special Event,"Teen (ages 12-18), Adult (18 and older)",1,50
All Locations,2020,2,Activities & Games,Family,4,
All Locations,2020,2,"Arts & Culture, Books & Authors",Adult (18 and older),1,
All Locations,2020,2,Arts & Culture,Adult (18 and older),1,
All Locations,2020,2,Arts & Culture,Family,1,
All Locations,2020,2,Board Meetings,Adult (18 and older),1,
All Locations,2020,2,Special Event,Adult (18 and older),2,79
All Locations,2020,2,Special Event,All Ages,1,50
All Locations,2020,2,STEAM,"School Age (ages 6-11), Teen (ages 12-18)",1,4
All Locations,2020,3,Activities & Games,Family,5,
All Locations,2020,3,Classes & Workshops,Adult (18 and older),2,
All Locations,2020,3,DIY & Crafts,Adult (18 and older),1,
All Locations,2020,3,Special Event,Adult (18 and older),1,8
All Locations,2020,3,Special Event,All Ages,2,87
All Locations,2020,4,Activities & Games,Family,4,
All Locations,2020,4,Books & Authors,Adult (18 and older),1,
All Locations,2020,4,DIY & Crafts,Adult (18 and older),1,
All Locations,2020,4,Special Event,Adult (18 and older),1,8
All Locations,2020,5,Activities & Games,Family,4,
All Locations,2020,5,DIY & Crafts,Adult (18 and older),1,
All Locations,2020,5,Special Event,Adult (18 and older),1,8
All Locations,2020,6,Activities & Games,Family,4,
All Locations,2020,6,DIY & Crafts,Adult (18 and older),1,
All Locations,2020,6,Featured,Adult (18 and older),1,
All Locations,2020,6,Special Event,Adult (18 and older),1,8
All Locations,2020,7,Classes & Workshops,All Ages,1,
All Locations,2020,7,DIY & Crafts,Adult (18 and older),1,
All Locations,2020,7,Special Event,Adult (18 and older),1,8
All Locations,2020,8,Classes & Workshops,All Ages,1,
All Locations,2020,8,DIY & Crafts,Adult (18 and older),1,
All Locations,2020,8,Special Event,Adult (18 and older),1,8
All Locations,2020,9,Classes & Workshops,All Ages,1,
All Locations,2020,9,DIY & Crafts,Adult (18 and older),1,
All Locations,2020,9,Special Event,Adult (18 and older),1,8
All Locations,2021,1,Classes & Workshops,All Ages,1,
All Locations,2021,1,DIY & Crafts,Adult (18 and older),1,
All Locations,2021,2,Classes & Workshops,All Ages,1,
All Locations,2021,2,DIY & Crafts,Adult (18 and older),1,
All Locations,2021,3,Classes & Workshops,All Ages,1,
All Locations,2021,4,Classes & Workshops,All Ages,1,
All Locations,2021,5,Classes & Workshops,All Ages,1,
All Locations,2021,6,Classes & Workshops,All Ages,1,
Amanda Park,2020,1,Special Event,All Ages,1,
Amanda Park,2020,2,Special Event,Adult (18 and older),1,
Centralia,2020,1,Activities & Games,Teen (ages 12-18),3,10
Centralia,2020,1,Books & Authors,Adult (18 and older),1,7
Centralia,2020,1,DIY & Crafts,School Age (ages 6-11),1,18
Centralia,2020,1,"Early Learning & Storytime, Music & Performance","Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",4,73
Centralia,2020,1,Early Learning & Storytime,Babies and Toddlers (ages 0-2),10,174
Centralia,2020,1,Early Learning & Storytime,Preschool (ages 3-6),6,132
Centralia,2020,1,STEAM,Family,1,21
Centralia,2020,2,Activities & Games,Teen (ages 12-18),3,9
Centralia,2020,2,Books & Authors,Adult (18 and older),1,7
Centralia,2020,2,Classes & Workshops,Teen (ages 12-18),1,15
Centralia,2020,2,"Early Learning & Storytime, Music & Performance","Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",5,84
Centralia,2020,2,Early Learning & Storytime,Babies and Toddlers (ages 0-2),8,142
Centralia,2020,2,Early Learning & Storytime,Preschool (ages 3-6),4,47
Centralia,2020,2,Special Event,Teen (ages 12-18),1,13
Centralia,2020,2,STEAM,Family,1,33
Centralia,2020,2,STEAM,School Age (ages 6-11),2,32
Centralia,2020,3,Classes & Workshops,Adult (18 and older),3,2
Centralia,2020,3,"Early Learning & Storytime, Music & Performance","Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",1,5
Centralia,2020,3,Early Learning & Storytime,Babies and Toddlers (ages 0-2),2,23
Centralia,2020,3,Early Learning & Storytime,Preschool (ages 3-6),1,8
Centralia,2020,3,STEAM,Family,1,5
Chehalis,2020,1,Activities & Games,All Ages,1,
Chehalis,2020,1,Activities & Games,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",1,35
Chehalis,2020,1,Activities & Games,Preschool (ages 3-6),1,
Chehalis,2020,1,Activities & Games,Teen (ages 12-18),4,45
Chehalis,2020,1,Board Meetings,All Ages,1,
Chehalis,2020,1,Books & Authors,Teen (ages 12-18),1,40
Chehalis,2020,1,Books & Authors,"Teen (ages 12-18), Adult (18 and older)",1,5
Chehalis,2020,1,Classes & Workshops,"Adult (18 and older), All Ages",1,5
Chehalis,2020,1,Classes & Workshops,All Ages,3,
Chehalis,2020,1,DIY & Crafts,Teen (ages 12-18),2,
Chehalis,2020,1,DIY & Crafts,"Teen (ages 12-18), Adult (18 and older)",1,26
Chehalis,2020,1,Early Learning & Storytime,Babies and Toddlers (ages 0-2),4,33
Chehalis,2020,1,Early Learning & Storytime,Preschool (ages 3-6),5,71
Chehalis,2020,1,Featured,Adult (18 and older),3,36
Chehalis,2020,1,Featured,All Ages,1,
Chehalis,2020,1,Featured,Family,1,
Chehalis,2020,1,Friends of the Library Meeting,All Ages,1,
Chehalis,2020,1,Special Event,Family,1,
Chehalis,2020,2,Activities & Games,All Ages,1,
Chehalis,2020,2,Activities & Games,"Preschool (ages 3-6), School Age (ages 6-11), Family",1,20
Chehalis,2020,2,Activities & Games,Teen (ages 12-18),2,12
Chehalis,2020,2,Books & Authors,"Teen (ages 12-18), Adult (18 and older)",1,8
Chehalis,2020,2,Classes & Workshops,Adult (18 and older),1,
Chehalis,2020,2,Classes & Workshops,"Adult (18 and older), All Ages",1,
Chehalis,2020,2,Classes & Workshops,All Ages,1,
Chehalis,2020,2,Classes & Workshops,"Teen (ages 12-18), Adult (18 and older), All Ages, Family",1,18
Chehalis,2020,2,DIY & Crafts,Teen (ages 12-18),2,
Chehalis,2020,2,DIY & Crafts,"Teen (ages 12-18), Adult (18 and older)",1,
Chehalis,2020,2,Early Learning & Storytime,Babies and Toddlers (ages 0-2),5,39
Chehalis,2020,2,Early Learning & Storytime,Preschool (ages 3-6),4,75
Chehalis,2020,2,"Featured, Classes & Workshops","Teen (ages 12-18), Adult (18 and older), All Ages, Family",1,
Chehalis,2020,2,"Featured, Music & Performance",Adult (18 and older),1,20
Chehalis,2020,2,Friends of the Library Meeting,All Ages,1,
Chehalis,2020,3,Board Meetings,All Ages,1,
Chehalis,2020,3,Books & Authors,"Teen (ages 12-18), Adult (18 and older)",1,
Chehalis,2020,3,Early Learning & Storytime,Babies and Toddlers (ages 0-2),1,11
Chehalis,2020,3,Early Learning & Storytime,Preschool (ages 3-6),1,14
Chehalis,2020,3,Featured,"Teen (ages 12-18), Adult (18 and older)",1,
Chehalis,2020,3,Friends of the Library Meeting,All Ages,1,
Chehalis,2020,3,Special Event,All Ages,1,
Chehalis,2020,9,Activities & Games,All Ages,1,
Chehalis,2020,9,Friends of the Library Meeting,All Ages,1,
Elma,2020,10,Books & Authors,Adult (18 and older),1,
Elma,2020,10,Early Learning & Storytime,School Age (ages 6-11),1,16
Elma,2020,10,Friends of the Library Meeting,Adult (18 and older),1,
Elma,2020,11,"Early Learning & Storytime, Books & Authors",School Age (ages 6-11),1,18
Elma,2020,11,Friends of the Library Meeting,Adult (18 and older),1,
Elma,2020,12,Early Learning & Storytime,Preschool (ages 3-6),1,12
Elma,2020,12,Early Learning & Storytime,"Preschool (ages 3-6), School Age (ages 6-11)",1,30
Elma,2020,12,Friends of the Library Meeting,Adult (18 and older),1,
Elma,2020,1,Books & Authors,Adult (18 and older),1,
Elma,2020,1,Classes & Workshops,Adult (18 and older),9,
Elma,2020,1,DIY & Crafts,Adult (18 and older),1,19
Elma,2020,1,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",3,15
Elma,2020,1,Friends of the Library Meeting,Adult (18 and older),1,
Elma,2020,1,Special Event,Adult (18 and older),5,
Elma,2020,2,Books & Authors,Adult (18 and older),1,
Elma,2020,2,Classes & Workshops,Adult (18 and older),8,
Elma,2020,2,DIY & Crafts,Adult (18 and older),1,
Elma,2020,2,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",4,
Elma,2020,2,Early Learning & Storytime,Family,1,23
Elma,2020,2,Friends of the Library Meeting,Adult (18 and older),1,
Elma,2020,2,Special Event,Adult (18 and older),4,16
Elma,2020,2,STEAM,School Age (ages 6-11),1,45
Elma,2020,3,Classes & Workshops,Adult (18 and older),4,
Elma,2020,3,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",2,
Elma,2020,3,Special Event,Adult (18 and older),1,
Elma,2020,5,Friends of the Library Meeting,Adult (18 and older),1,
Elma,2020,5,Special Event,Adult (18 and older),4,
Elma,2020,6,Friends of the Library Meeting,Adult (18 and older),1,
Elma,2020,6,Special Event,Adult (18 and older),4,
Elma,2020,7,Special Event,Adult (18 and older),1,
Elma,2020,9,Books & Authors,Adult (18 and older),1,
Elma,2020,9,Classes & Workshops,School Age (ages 6-11),1,14
Elma,2020,9,Friends of the Library Meeting,Adult (18 and older),1,
Elma,2021,1,Early Learning & Storytime,Preschool (ages 3-6),1,3
Hoodsport,2020,10,Special Event,Adult (18 and older),9,
Hoodsport,2020,11,Friends of the Library Meeting,Adult (18 and older),1,
Hoodsport,2020,11,Special Event,Adult (18 and older),9,
Hoodsport,2020,12,Special Event,Adult (18 and older),9,
Hoodsport,2020,1,"Activities & Games, DIY & Crafts","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18)",1,32
Hoodsport,2020,1,"Arts & Culture, DIY & Crafts, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), All Ages, Family",2,15
Hoodsport,2020,1,Book Sale,All Ages,1,28
Hoodsport,2020,1,"Early Learning & Storytime, STEAM","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family",2,19
Hoodsport,2020,1,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",5,19
Hoodsport,2020,1,Special Event,Adult (18 and older),3,
Hoodsport,2020,2,"Activities & Games, DIY & Crafts","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18)",1,30
Hoodsport,2020,2,"Arts & Culture, DIY & Crafts, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), All Ages, Family",2,12
Hoodsport,2020,2,Book Sale,All Ages,1,18
Hoodsport,2020,2,Books & Authors,Adult (18 and older),1,11
Hoodsport,2020,2,DIY & Crafts,Adult (18 and older),1,7
Hoodsport,2020,2,"Early Learning & Storytime, STEAM","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), All Ages, Family",3,14
Hoodsport,2020,2,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",4,13
Hoodsport,2020,2,Special Event,Adult (18 and older),9,
Hoodsport,2020,2,Special Event,"Teen (ages 12-18), Adult (18 and older)",1,7
Hoodsport,2020,3,"Activities & Games, DIY & Crafts","Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18)",1,21
Hoodsport,2020,3,"Arts & Culture, DIY & Crafts, Early Learning & Storytime","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), All Ages, Family",1,12
Hoodsport,2020,3,Arts & Culture,Adult (18 and older),1,25
Hoodsport,2020,3,Book Sale,All Ages,1,
Hoodsport,2020,3,Books & Authors,Adult (18 and older),1,
Hoodsport,2020,3,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Family",2,2
Hoodsport,2020,3,Friends of the Library Meeting,Adult (18 and older),1,
Hoodsport,2020,3,Special Event,Adult (18 and older),10,22
Hoodsport,2020,4,Special Event,Adult (18 and older),9,
Hoodsport,2020,5,Special Event,Adult (18 and older),8,
Hoodsport,2020,6,Special Event,Adult (18 and older),9,
Hoodsport,2020,7,Special Event,Adult (18 and older),9,
Hoodsport,2020,8,Special Event,Adult (18 and older),9,
Hoodsport,2020,9,Friends of the Library Meeting,Adult (18 and older),1,
Hoodsport,2020,9,Special Event,Adult (18 and older),8,
Hoquiam,2020,10,Board Meetings,All Ages,1,
Hoquiam,2020,10,Books & Authors,All Ages,1,
Hoquiam,2020,10,Classes & Workshops,Adult (18 and older),7,
Hoquiam,2020,10,DIY & Crafts,Adult (18 and older),1,
Hoquiam,2020,10,Music & Performance,Adult (18 and older),1,
Hoquiam,2020,11,Board Meetings,All Ages,1,
Hoquiam,2020,11,Books & Authors,All Ages,1,
Hoquiam,2020,11,Classes & Workshops,Adult (18 and older),7,
Hoquiam,2020,11,DIY & Crafts,Adult (18 and older),1,
Hoquiam,2020,11,Music & Performance,Adult (18 and older),1,
Hoquiam,2020,12,Board Meetings,All Ages,1,
Hoquiam,2020,12,Classes & Workshops,Adult (18 and older),7,
Hoquiam,2020,12,DIY & Crafts,Adult (18 and older),1,
Hoquiam,2020,12,Music & Performance,Adult (18 and older),1,
Hoquiam,2020,1,Activities & Games,"Teen (ages 12-18), Adult (18 and older)",2,
Hoquiam,2020,1,Arts & Culture,Teen (ages 12-18),1,6
Hoquiam,2020,1,Board Meetings,Adult (18 and older),2,
Hoquiam,2020,1,Board Meetings,All Ages,1,
Hoquiam,2020,1,Books & Authors,Adult (18 and older),3,6
Hoquiam,2020,1,Books & Authors,Teen (ages 12-18),1,8
Hoquiam,2020,1,Classes & Workshops,Adult (18 and older),8,
Hoquiam,2020,1,DIY & Crafts,Adult (18 and older),5,
Hoquiam,2020,1,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",7,120
Hoquiam,2020,1,Early Learning & Storytime,Preschool (ages 3-6),1,15
Hoquiam,2020,1,Early Learning & Storytime,School Age (ages 6-11),1,22
Hoquiam,2020,1,STEAM,"Preschool (ages 3-6), School Age (ages 6-11)",4,15
Hoquiam,2020,2,Activities & Games,Adult (18 and older),1,
Hoquiam,2020,2,Activities & Games,"Teen (ages 12-18), Adult (18 and older)",2,11
Hoquiam,2020,2,Arts & Culture,Teen (ages 12-18),1,3
Hoquiam,2020,2,Board Meetings,Adult (18 and older),2,
Hoquiam,2020,2,Board Meetings,All Ages,1,
Hoquiam,2020,2,Books & Authors,Adult (18 and older),2,7
Hoquiam,2020,2,Books & Authors,Teen (ages 12-18),1,11
Hoquiam,2020,2,"Classes & Workshops, Early Learning & Storytime, STEAM","Preschool (ages 3-6), Family",1,30
Hoquiam,2020,2,Classes & Workshops,Adult (18 and older),10,
Hoquiam,2020,2,DIY & Crafts,Adult (18 and older),5,
Hoquiam,2020,2,"Early Learning & Storytime, Music & Performance","Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",1,54
Hoquiam,2020,2,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",6,108
Hoquiam,2020,2,Early Learning & Storytime,Preschool (ages 3-6),1,20
Hoquiam,2020,2,Early Learning & Storytime,School Age (ages 6-11),1,20
Hoquiam,2020,2,STEAM,"Preschool (ages 3-6), School Age (ages 6-11)",3,12
Hoquiam,2020,3,Activities & Games,"Teen (ages 12-18), Adult (18 and older)",1,
Hoquiam,2020,3,Board Meetings,Adult (18 and older),1,
Hoquiam,2020,3,Books & Authors,Adult (18 and older),1,
Hoquiam,2020,3,Classes & Workshops,Adult (18 and older),6,
Hoquiam,2020,3,DIY & Crafts,Adult (18 and older),3,
Hoquiam,2020,3,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",3,49
Hoquiam,2020,3,STEAM,"Preschool (ages 3-6), School Age (ages 6-11)",1,5
Hoquiam,2020,7,Board Meetings,All Ages,1,
Hoquiam,2020,7,Books & Authors,All Ages,1,
Hoquiam,2020,7,Classes & Workshops,Adult (18 and older),5,
Hoquiam,2020,7,DIY & Crafts,Adult (18 and older),1,
Hoquiam,2020,7,Music & Performance,Adult (18 and older),1,
Hoquiam,2020,7,Summer Library Program,All Ages,1,
Hoquiam,2020,8,Board Meetings,All Ages,1,
Hoquiam,2020,8,Books & Authors,All Ages,1,
Hoquiam,2020,8,Classes & Workshops,Adult (18 and older),5,
Hoquiam,2020,8,DIY & Crafts,Adult (18 and older),1,
Hoquiam,2020,8,Music & Performance,Adult (18 and older),1,
Hoquiam,2020,9,Books & Authors,All Ages,1,
Hoquiam,2020,9,Classes & Workshops,Adult (18 and older),9,
Hoquiam,2020,9,DIY & Crafts,Adult (18 and older),1,
Hoquiam,2020,9,Music & Performance,Adult (18 and older),1,
Hoquiam,2021,1,Board Meetings,All Ages,1,
Hoquiam,2021,1,Classes & Workshops,Adult (18 and older),2,
Hoquiam,2021,1,DIY & Crafts,Adult (18 and older),1,
Hoquiam,2021,1,Music & Performance,Adult (18 and older),1,
Hoquiam,2021,2,Board Meetings,All Ages,1,
Hoquiam,2021,2,Classes & Workshops,Adult (18 and older),3,
Hoquiam,2021,2,Music & Performance,Adult (18 and older),1,
Hoquiam,2021,3,Classes & Workshops,Adult (18 and older),2,
Hoquiam,2021,4,Classes & Workshops,Adult (18 and older),1,
Hoquiam,2021,5,Classes & Workshops,Adult (18 and older),1,
Ilwaco,2020,10,Board Meetings,All Ages,1,7
Ilwaco,2020,10,Classes & Workshops,Teen (ages 12-18),1,46
Ilwaco,2020,10,Special Event,Teen (ages 12-18),1,6
Ilwaco,2020,11,Board Meetings,Adult (18 and older),1,
Ilwaco,2020,11,Books & Authors,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6), Adult (18 and older)",1,25
Ilwaco,2020,11,Classes & Workshops,Teen (ages 12-18),1,31
Ilwaco,2020,12,DIY & Crafts,All Ages,1,32
Ilwaco,2020,1,Board Meetings,"Teen (ages 12-18), Adult (18 and older)",1,8
Ilwaco,2020,1,Books & Authors,"Teen (ages 12-18), Adult (18 and older)",1,6
Ilwaco,2020,1,Classes & Workshops,Adult (18 and older),4,8
Ilwaco,2020,1,DIY & Crafts,All Ages,1,19
Ilwaco,2020,1,Early Learning & Storytime,Babies and Toddlers (ages 0-2),1,25
Ilwaco,2020,1,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",5,21
Ilwaco,2020,1,Early Learning & Storytime,Preschool (ages 3-6),5,46
Ilwaco,2020,1,"Featured, Books & Authors",Adult (18 and older),1,37
Ilwaco,2020,1,"Featured, Classes & Workshops, Special Event","Teen (ages 12-18), Adult (18 and older)",1,17
Ilwaco,2020,1,"Featured, DIY & Crafts","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family",1,30
Ilwaco,2020,1,Special Event,All Ages,1,25
Ilwaco,2020,2,Books & Authors,"Teen (ages 12-18), Adult (18 and older)",1,6
Ilwaco,2020,2,Classes & Workshops,Adult (18 and older),4,4
Ilwaco,2020,2,DIY & Crafts,All Ages,1,34
Ilwaco,2020,2,Early Learning & Storytime,Babies and Toddlers (ages 0-2),1,25
Ilwaco,2020,2,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",5,33
Ilwaco,2020,2,Early Learning & Storytime,Preschool (ages 3-6),4,70
Ilwaco,2020,2,"Featured, Classes & Workshops, DIY & Crafts","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11), Teen (ages 12-18), Adult (18 and older), All Ages, Family",2,30
Ilwaco,2020,2,Special Event,All Ages,1,25
Ilwaco,2020,3,Classes & Workshops,Adult (18 and older),1,3
Ilwaco,2020,3,Early Learning & Storytime,"Babies and Toddlers (ages 0-2), Preschool (ages 3-6)",2,11
Ilwaco,2020,9,Classes & Workshops,Teen (ages 12-18),1,24
Ilwaco,2021,1,"STEAM, DIY & Crafts",All Ages,1,
Ilwaco,2021,3,Special Event,All Ages,1,
Lacey,2020,10,Arts & Culture,Adult (18 and older),1,
Lacey,2020,10,Books & Authors,Adult (18 and older),1,22
Lacey,2020,10,Books & Authors,Teen (ages 12-18),2,90
Lacey,2020,10,Special Event,Adult (18 and older),1,
Lacey,2020,10,Special Event,All Ages,5,
Lacey,2020,11,Arts & Culture,Adult (18 and older),1,
Lacey,2020,11,Books & Authors,Adult (18 and older),1,25
Lacey,2020,11,Books & Authors,Teen (ages 12-18),2,117
Lacey,2020,11,Special Event,Adult (18 and older),1,
Lacey,2020,11,Special Event,All Ages,2,
Lacey,2020,12,Arts & Culture,Adult (18 and older),1,
Lacey,2020,12,Board Meetings,Adult (18 and older),1,
Lacey,2020,12,Book Sale,Adult (18 and older),1,
Lacey,2020,12,Books & Authors,Adult (18 and older),1,25
Lacey,2020,12,Books & Authors,School Age (ages 6-11),3,58
Lacey,2020,12,Books & Authors,Teen (ages 12-18),2,40
Lacey,2020,12,Special Event,Adult (18 and older),1,
Lacey,2020,1,Activities & Games,"School Age (ages 6-11), Teen (ages 12-18)",4,135
Lacey,2020,1,Activities & Games,"Teen (ages 12-18), Adult (18 and older)",1,70
Lacey,2020,1,Arts & Culture,Adult (18 and older),2,54
Lacey,2020,1,Board Meetings,Adult (18 and older),2,
Lacey,2020,1,Book Sale,All Ages,1,
Lacey,2020,1,Books & Authors,Adult (18 and older),4,65
Lacey,2020,1,Books & Authors,"School Age (ages 6-11), Teen (ages 12-18), All Ages",1,30
Lacey,2020,1,Books & Authors,Teen (ages 12-18),1,1
Lacey,2020,1,Classes & Workshops,Adult (18 and older),4,85
Lacey,2020,1,Early Learning & Storytime,Babies and Toddlers (ages 0-2),9,158
Lacey,2020,1,Early Learning & Storytime,Preschool (ages 3-6),6,95
Lacey,2020,1,"Featured, Books & Authors, Book Sale","School Age (ages 6-11), Teen (ages 12-18)",1,
Lacey,2020,1,Special Event,Adult (18 and older),1,
Lacey,2020,1,Special Event,All Ages,5,
Lacey,2020,1,Special Event,Family,1,
Lacey,2020,1,Special Event,"Teen (ages 12-18), Adult (18 and older)",1,
Lacey,2020,1,STEAM,All Ages,1,
Lacey,2020,2,"Arts & Culture, DIY & Crafts",Adult (18 and older),1,
Lacey,2020,2,Arts & Culture,Adult (18 and older),1,25
Lacey,2020,2,Book Sale,All Ages,1,
Lacey,2020,2,Books & Authors,Adult (18 and older),1,18
Lacey,2020,2,Books & Authors,"School Age (ages 6-11), Teen (ages 12-18)",1,3
Lacey,2020,2,Books & Authors,Teen (ages 12-18),1,12
Lacey,2020,2,Books & Authors,"Teen (ages 12-18), Adult (18 and older)",1,52
Lacey,2020,2,Classes & Workshops,Adult (18 and older),1,59
Lacey,2020,2,DIY & Crafts,All Ages,2,17
Lacey,2020,2,"Early Learning & Storytime, STEAM","Babies and Toddlers (ages 0-2), Preschool (ages 3-6), School Age (ages 6-11)",2,200
Lacey,2020,2,Early Learning & Storytime,Babies and Toddlers (ages 0-2),8,378
Lacey,2020,2,Early Learning & Storytime,Preschool (ages 3-6),4,189
Lacey,2020,2,Music & Performance,Teen (ages 12-18),1,40
Lacey,2020,2,Special Event,Adult (18 and older),10,
Lacey,2020,2,Special Event,All Ages,4,203
Lacey,2020,2,Special Event,School Age (ages 6-11),2,253
Lacey,2020,2,STEAM,Adult (18 and older),2,59
Lacey,2020,3,Board Meetings,Adult (18 and older),1,
Lacey,2020,3,"Books & Authors, Classes & Workshops","Teen (ages 12-18), Adult (18 and older)",1,18
Lacey,2020,3,Books & Authors,"Preschool (ages 3-6), School Age (ages 6-11)",1,
Lacey,2020,3,Books & Authors,"School Age (ages 6-11), Family",1,130
Lacey,2020,3,Books & Authors,"School Age (ages 6-11), Teen (ages 12-18)",1,
Lacey,2020,3,"Classes & Workshops, STEAM",Adult (18 and older),1,58
Lacey,2020,3,Classes & Workshops,Adult (18 and older),1,8
Lacey,2020,3,Early Learning & Storytime,Babies and Toddlers (ages 0-2),4,61
Lacey,2020,3,Early Learning & Storytime,Preschool (ages 3-6),2,43
Lacey,2020,3,Friends of the Library Meeting,Adult (18 and older),1,
Lacey,2020,3,Special Event,Adult (18 and older),5,
Lacey,2020,3,Special Event,All Ages,18,
Lacey,2020,4,Special Event,All Ages,22,
Lacey,2020,5,Books & Authors,Adult (18 and older),2,34
Lacey,2020,5,Special Event,Adult (18 and older),1,
Lacey,2020,5,Special Event,All Ages,4,
Lacey,2020,6,Books & Authors,Adult (18 and older),1,21
Lacey,2020,6,Special Event,Adult (18 and older),1,
Lacey,2020,6,Special Event,All Ages,7,
Lacey,2020,6,"Summer Library Program, Books & Authors",School Age (ages 6-11),2,22
Lacey,2020,6,Summer Library Program,School Age (ages 6-11),3,34
Lacey,2020,7,Book Sale,All Ages,1,
Lacey,2020,7,Books & Authors,Adult (18 and older),2,19
